amie,nombre_institucion
11H00014,Unidad Educativa (Particular) José Antonio Eguiguren-La Salle
11H00083,Escuela de Educación Básica Particular San Francisco Javier
11H00143,Escuela de Educación Básica Particular Siglo XXI
11H00344,Libertador Bolívar
11H00498,Escuela de Educación Básica Luz de América
11H00500,Unidad Educativa Cariamanga
11H00720,Escuela de Educación Básica República de Guatemala
11H00739,Escuela de Educación Básica Célica
11H00831,Colegio de Bachillerato Matilde Hidalgo de Procel
11H00851,Unidad Educativa Tiopamba
11H00861,Colegio de Bachillerato Rosa Herlinda García de García
11H00889,Colegio de Bachillerato Dr. Hugo Guillermo González
11H00899,Escuela de Educación Básica Riobamba
11H00900,Colegio de Bachillerato Ecuador
11H00963,Indoamericana
11H01052,Unidad Educativa del Milenio 5 de Junio
11H01060,Escuela de Educación Básica Diez de Agosto
11H01149,Escuela de Educación Básica Mons. Francisco Valdivieso
11H01150,Unidad Educativa Paltas
11H01244,Colegio de Bachillerato Macandamine
11H01317,Colegio de Bachillerato Ramón Samaniego Palacios
11H01476,Escuela de Educación Básica Juanita Collahuazo Páez
11H01542,Colegio de Bachillerato Zapotillo
11H01545,José Félix de Valdivieso
11H01560,Unidad Educativa Brasil
11H01607,Colegio de Bachillerato Galo Rolando Vélez Rivera
11H01666,Colegio de Bachillerato Ramón RiofRío Bustamante
11H01710,Reverendo Dr. Segundo Ignacio Godoy
12H00033,Escuela de Educación Básica Santa Mariana de Jesús
12H00061,Unidad Educativa María Andrea
12H00091,Escuela de Educación Básica Cristóbal Colón
12H00119,Unidad Educativa Rey David
12H00173,Escuela de Educación Básica Sofia Alarcón de Espín
12H00370,Escuela Educación Básica Benjamín Rosales Aspiazu
12H00375,Escuela de Educación Básica Guatemala
12H00409,Unidad Educativa Juan Montalvo
12H00461,Escuela de Educación Básica Pedro Pablo Gómez
12H00539,Unidad Educativa Aguirre Abad
12H00559,Escuela de Educación Básica Blanca Villamarin Ortiz
12H00617,E.E.B Miguel Suárez Seminario
12H00638,Unidad Educativa Aurora Estrada y Ayala
12H00712,Escuela de Educación Básica Héroes de Paquisha
12H01064,Unidad Educativa La Industria
12H01082,Unidad Educativa Ana Rosa Valdiviezo de Landívar
12H01094,Escuela de Educación Básica 13 de Abril
12H01100,Escuela de Educación Básica Real Audiencia de Quito
12H01144,Escuela de Educación Básica Adolfo Jurado
12H01204,Escuela de Educación Básica General Vicente Anda Aguirre
12H01219,Unidad Educativa Simón Rodríguez
12H01229,Escuela de Educación Básica Ricardo Astudillo Cárdenas
12H01230,Escuela de Educación Básica Pichincha
12H01235,Escuela Educación Básica Cenepa
12H01262,Escuela de Educación Básica Lucila Godoy
12H01289,Unidad Educativa Vinces
12H01307,Unidad Educativa Dr. Antonio Andrade Fajardo
12H01335,Escuela de Educación Básica Cristóbal Colón
12H01347,Escuela de Educación Básica Antonio Neumane
12H01422,Escuela de Educación Básica Luis Palacios Orellana
12H01485,Cinco de Junio
12H01544,Unidad Educativa Padre Manuel Sesma
12H01583,Unidad Educativa Rosa María Álava Moreira
12H01617,Escuela de Educación Básica Braulio Gabriel Rivera Muñoz
12H01733,Unidad Educativa Gladys Cedeño de Olivo
12H01806,Unidad Educativa Ercilia de Martínez
12H01847,Escuela de Educación Básica 1 de Julio
12H01897,Escuela de Educación Básica Mocache
12H01902,Unidad Educativa Libertador
12H02516,Replica Nicolás Infante Díaz
12H02518,Unidad Educativa Réplica Eugenio Espejo
13H00202,Escuela de Educación General Básica América
13H00310,Jean Piaget
13H00406,María Auxiliadora
13H00419,Unidad Educativa Jacinto Burgos Pinargote
13H00470,Horacio Hidrovo Velásquez
13H00522,Otto Arosemena Gómez
13H00644,Unidad Educativa Particular Sagrada Familia
13H00660,Escuela de Educación Básica Fiscal Vicente Mendoza Rivadeneira
13H00726,Escuela de Educación Básica Fiscal Dr. Isidoro Lara Zevallos
13H00774,Hualcopo Duchicela
13H00797,Unidad Educativa Particular Pablo VI
13H00807,María Angélica Hidrovo
13H00848,Luis Antonio Montesdeoca
13H00903,María Montessori
13H00923,U. E. Julia González Barberán
13H00970,Unidad Educativa San Cayetano de Chone
13H01063,Manuel Acosta Mero
13H01070,Unidad Educativa Plutarco Arteaga
13H01096,Unidad Educativa Camilo delgado Balda
13H01312,Francisco Zambrano Loor
13H01379,Aníbal Andrade Solorzano
13H01413,26 de Septiembre
13H01427,Elías Cedeño Jerves
13H01450,Unidad Educativa Jesucristo Rey
13H01671,Simón Bolívar
13H01679,Dr. Jacinto González
13H01704,7 de Agosto
13H01732,28 de Agosto
13H01758,El descanso de Los Romeros
13H01766,Escuela de Educación Básica Luzmila Arteaga Andrade
13H01767,José Jeremías Vera Loor
13H01841,Manuel Inocencio Parrales y Guales
13H01922,República del Ecuador
13H01951,Daniel López
13H01988,Escuela de Educación Básica Luis Augusto Mendoza Moreira
13H02046,Escuela de Educación Básica Leopoldo N Chávez
13H02136,Juan Antonio Vergara Alcívar
13H02164,Unidad Educativa Bahía de Manta
13H02196,Jehová es mi Pastor
13H02532,U.E.P. María Montessori
13H02596,Escuela Particular Simón Bolívar
13H02635,Estrella de Belén
13H02637,Escuela Educación Básica 26 de Junio
13H02662,Unidad Educativa Fiscal Santa Marianita
13H02698,Escuela Educación Básica José María Urbina
13H02737,Juan León Mera
13H02784,José Aníbal Carrillo Mero
13H02817,Unidad Educativa Paján
13H02818,Unidad Educativa Cascol
13H02974,Escuela de Educación Básica Fiscal 12 de Octubre
13H03003,Unidad Educativa Pichincha
13H03016,Benjamín Carrión
13H03021,Vicente Rocafuerte
13H03070,Nuevo Amanecer
13H03110,Jaime Roldós Aguilera
13H03115,2 de Agosto
13H03195,Albertina Rivas Medina
13H03231,Quito
13H03263,Silvestre Barreto
13H03392,Escuela de Educación Basic Pueblo Nuevo
13H03401,Unidad Educativa Interamericano
13H03403,Unidad Educativa Fiscal Leónidas Plaza
13H03513,San Isidro
13H03603,María Luisa Aldaz Romo
13H03636,Carlos Julio Arosemena Tola
13H03802,José Joaquín de Olmedo
13H03836,U.E. Ciudad de Pedernales
13H03844,República del Ecuador
13H03887,Ciudad de Pedernales
13H03892,Unidad Educativa Técnico AgropecuaRío Pedernales
13H03974,Ruta del Sol
13H03976,Condor Mirador
13H03978,Oswaldo Gracia Márquez
13H03985,Víctor Manuel Peñaherrera
13H04002,Pedro Vicente Maldonado
13H04035,Simón Bolívar
13H04062,Unidad Educativa Fiscal Río Puca
13H04125,Coronela Filomena Chávez Mora
13H04180,Unidad Educativa Fiscal 2 de Agosto
13H04222,24 de Mayo
13H04306,Alianza Para El Progreso
13H04361,Gabriela Mistral
13H04420,12 de Octubre
13H04537,Unidad Educativa del Milenio Replica Manta
13H04544,Esteban Medardo Acosta
13H04554,31 de Marzo
13H04561,Ciudad de Jipijapa
13H04587,Bejucal
13H04611,Patria Ecuatoriana
13H04666,8 de Septiembre
13H04783,Colegio Fiscal Tabuga
13H05165,Unidad Educativa del Milenio Dr. Carlos Romo Dávila
13H05177,Marie y Pierre Curie
13H05178,Efraín Sánchez
13H05181,U.E.M. Pedro Agustín López Ramos
13H05196,José Ignacio Mendoza
14B00028,Unidad Educativa Fiscomisional Domingo Savio
14B00036,CECIB de Educación Básica Fiscomisional Juan León Mera
14B00042,Etsa
14B00051,Alfredo Pérez Guerrero
14B00071,Nunkui
14B00139,Jacinto Collahuazo
14B00156,Nunkui
14B00171,Tunta
14B00178,Juana Oliva Rivera
14B00214,Arutam
14B00244,Santiak
14B00269,Colegio de Bachillerato Fisco-Misional Achuar
14B00301,Ecuador Amazónico
14B00362,Kanus
14B00371,Unidad Educativa Experimental Yamaram Tsawaa Extensión Yaupi
14B00389,Unidad Educativa General Plaza
14B00397,Sunka
14B00398,Jaime Roldós Aguilera
14B00421,Doce de Octubre
14B00471,CECIB de Educación Básica Fiscomisional Nankamaku PCEI
14H00072,Ángel Héctor Galeas Rivadeneira
14H00113,Teresa Samaniego Ávila
14H00119,Escuela de Educación Básica Fiscomisional Pedro de Vergara
14H00160,Unidad Educativa José María Velasco Ibarra
14H00169,Unidad Educativa Nueva Tarqui
14H00191,Escuela de Educación Básica Fiscomisional Simón Bolívar
14H00282,Presidente Cordero
14H00320,Escuela de Educación Básica Fiscomisional San Francisco
14H00375,Manuela Cañizares
14H00377,Unidad Educativa Huamboya
14H00421,Unidad Educativa Taisha
14H00454,1 de Marzo
14H00716,Unidad Educativa del Milenio Bosco Wisuma
15B00040,Unidad Educativa Comunitaria Intercultural Bilingüe David Miller
15B00048,Manuela Cañizares
15B00085,Unidad Educativa Comunitaria Intercultural Bilingüe Jacinto Collahuazo
15B00114,Yawari
15B00123,Puma Urcu
15B00129,Unidad Educativa Comunitaria Intercultural Bilingüe Gonzalo David Avilez Tanguila
15B00201,Cepib Antioquia
15B00204,Unidad Educativa del Milenio San José de Chonta Punta
15H00011,2 de Octubre
15H00033,Aldelmo Rodríguez
15H00034,Unidad Educativa Nacional Tena
15H00073,Unidad Educativa Técnica Experimental del Milenio Ahuano
15H00119,Unidad Educativa Guillermo Kadle
15H00157,Unidad Educativa Archidona
15H00194,Tarqui
15H00208,Unidad Educativa El Chaco
15H00226,Baeza
15H00228,Manuel Villavicencio
15H00230,General Quis Quis
15H00300,Juan León Mera
15H00372,Unidad Educativa Milenio Santa Rosa
16B00044,Río Bobonaza
16B00075,Unidad Educativa Intercultural Bilingüe Pakayaku
16B00088,Unidad Educativa Intercultural Bilingüe Tsantsa
16B00096,Jorge Guzmán Rueda
16B00150,Unidad Educativa Gabriel López
16B00168,Unidad Educativa Gaita Weno
16B00231,Carlos Luis Plaza Aray
16H00007,Federación deportiva de Pastaza
16H00011,Mons. Tomás Romero Gross
16H00031,Unidad Educativa Francisco de Orellana
16H00045,Esperanza Eterna
16H00059,Escuela Fiscal Mixta República Argentina
16H00123,Tarqui
16H00155,Amazonas
17B00040,Tránsito Amaguaña
17B00136,Juan Vicente Morales
17B00213,Unidad Educativa Comunitaria Intercultural Bilingüe 29 de Octubre
17H00077,Juan Pablo II del Condado
17H00107,Jumandi
17H00213,New Visión School
17H00228,Helen Keller
17H00268,Unidad Educativa Particular John Neper
17H00379,Arturo Borja
17H00428,Proyecto J
17H00432,Aristóteles
17H00438,Unidad Educativa Fiscal del Milenio Replica Mejía
17H00441,Unidad Educativa Fiscal del Milenio Replica 24 de Mayo
17H00610,Coronel Oswaldo Vaca Lara
17H00625,Policía Nacional
17H00669,Nuestra Madre de La Merced
17H00826,Rafael Larrea Andrade
17H00882,Unidad Educativa Particular Francisca de Las Llagas
17H00963,El Trébol
17H00968,Frau Klier
17H01013,Liceo Internacional
17H01063,Británico Internacional
17H01084,Juan Francisco Leoro Vásquez
17H01210,Delia Ibarra de Velasco
17H01230,San Antonio María Claret
17H01318,Pablo Muñoz Vega
17H01351,Los Pinos
17H01361,Panamericano 2
17H01376,Solidaridad
17H01463,Cardenal Spinola de Fe y Alegría
17H01490,2878Jacinto Jijón y Caamaño
17H01511,Prócer Antonio Aguirre
17H01569,Presidente George Washington
17H01602,Nuevo Ecuador
17H01627,Jaime Luciano Balmes
17H01742,Fray Jodoco Ricke
17H01748,Johannes Kepler
17H01750,Unidad Educativa Particular Terranova
17H01789,General Rumiñahui
17H01790,Alfredo Pérez Chiriboga
17H01820,Pedro José Arteta
17H01821,Afraser Fe y Alegría
17H01921,Bautista Charles Spurgeon
17H02148,Fernando Ortiz Crespo
17H02157,Rousseau
17H02160,Técnico Cayambe
17H02163,Nasacota Puento
17H02196,Mariana de Jesús
17H02252,José Mejía Lequerica
17H02271,Vicente Miranda
17H02275,Aloag
17H02278,Elia Liut
17H02440,Marqués de Selva Alegre
17H02443,Adventista Gedeón
17H02467,Jahibe
17H02508,Feliciano Checa
17H02568,Vicente Anda Aguirre
17H02638,Escuela de Educación Básica 8 de septiembre
17H02646,Unidad Educativa Puerto Quito
17H02681,Campo Verde
17H03054,Saint Patrick
17H03085,Educación Multilingüe y desarrollo del Individuo
17H03168,William Henry Perkin
17H03190,Unidad Educativa Particular Cervantes
17H03319,Santa Mariana de Jesús
17H03321,Luis de La Torre
17H03625,Unidad Educativa del Milenio Lic. Rafael Fiallos Guevara
17H03659,Unidad Educativa del Milenio Ernesto Noboa y Caamaño
18B00011,Unidad Educativa del Milenio Intercultural Bilingüe Chibuleo
18B00024,Unidad Educativa Intercultural Bilingüe Tamboloma
18B00035,U.E. del Milenio Pueblo Kisapincha
18B00064,Unidad Educativa Huayna Capac
18H00002,Génesis
18H00014,Glenn Doman
18H00065,Liceo Cristiano Emanuel
18H00140,Centro Escolar Ecuador
18H00147,Luis Felipe Borja
18H00155,Une de Tungurahua
18H00160,Unidad Educativa Adventista Ambato
18H00161,La Granja Ceblag
18H00208,Héroes del 95
18H00283,Quisapincha
18H00331,Baños
18H00338,Doctor Misael Acosta Solís
18H00367,Pedro Fermín Cevallos
18H00402,Eduardo Samaniego
18H00469,Josefa Calixto
18H00560,Los Andes
18H00597,Hualcopo Duchicela
18H00621,Pichincha
19B00029,Centro Educativo Comunitario Intercultural Bilingüe de Educación Básica Ángel Nolberto Suárez
19B00047,Ciudad de Ambato
19B00084,Juan Chuinda
19H00056,Unidad Educativa Daniel Martínez Ordoñez
19H00060,Escuela de Educación Básica Medardo Ángel Silva
19H00119,Unidad Educativa Manuela Sáenz
19H00158,Colegio de Bachillerato Zumba
19H00174,Brasil
19H00227,Manuel Caiza Untuña
19H00263,Escuela de Educación Básica General Rumiñahui
19H00353,Abelardo Moncayo
19H00384,Unidad Educativa Zumbi
19H00399,Fray Carlos Uria
19H00490,Colegio de Bachillerato Soberanía Nacional
19H00586,Unidad Educativa del Milenio 10 de Noviembre
20H00006,Escuela de Educación Básica Alejandro Alvear
20H00008,Colegio Técnico Fiscal Ignacio Hernández
20H00026,Miguel Ángel Cazares
20H00033,Unidad Educativa Particular Tomás de Berlanga
21B00007,Hatun Sacha Alfredo Pareja Diezcanseco
21B00027,Rumipamba
21B00073,Unidad Educativa Intercultural Bilingüe Oriente Ecuatoriano
21B00092,Río Tomebamba
21B00103,General Mires
21B00107,Unidad Educativa Luis Felipe Wajarei
21B00109,Lorenzo de Garaicoa
21B00134,Mushuk Kawsay
21B00173,Víctor Dávalos
21B00180,Ciudad de Salinas
21H00095,26 de Mayo
21H00120,20 de Junio
21H00128,Lago Agrio
21H00132,Consejo Provincial de Napo
21H00136,Simón Bolívar
21H00223,Vasco Núñez de Balboa
21H00226,UEM Rafael Rodríguez Palacios (Rafael Rodríguez Palacios)
21H00383,Lumbaqui
21H00399,Puerto Libre
21H00404,Unión y Progreso
21H00405,San Miguel
21H00521,Unidad Educativa San Juan Bautista de La Salle
21H00578,Unidad Educativa del Milenio Pedro Vicente Maldonado
21H00664,La Barquilla
21H00679,Cascales
21H00699,Rafael Díaz Icaza
21H00724,Humberto Fierro
21H00751,Cuyabeno
22B00016,Ñukanchi Wasi
22B00054,Unidad Educativa Comunitaria Intercultural Bilingüe 12 de Septiembre
22B00081,Río Tiputini
22B00083,San Francisco de Asís
22B00086,Teniente Rodríguez Loaiza
22B00102,San Antonio
22B00121,UEM Huiruno (Jaime Roldós Aguilera)
22H00043,Cabo Wilson Cueva Pillajo
22H00145,Ciudad de Coca
22H00147,Víctor Sergio Ron Vega
22H00171,Eugenio Espejo
22H00174,Gustavo Lara
22H00185,Flor del Oriente
22H00226,La Esperanza
22H00261,Río Chingual
22H00325,Lago San Pedro
22H00331,Mercedes de Jesús Molina
22H00461,Jaime Roldós Aguilera
22H00531,Unidad Educativa del Milenio Nuevo Rocafuerte
22H00560,Unidad Educativa del Milenio Dayuma Kento
23B00003,Puruhá
23H00058,Cavanis
23H00085,Unidad Educativa Villa Florida
23H00156,Unidad Educativa Mi Inun Ya
23H00185,Menor Uniandes
23H00293,Central
23H00313,Pierre Hitti
23H00388,Prócer Manuel Quiroga
23H00457,Unidad Educativa Hernán Malo González
23H00488,Ciudad de México
23H00533,Escuela de Educación Básica Ciudad de Loja
23H00564,Lorgio Córdova Santander
23H00601,San Pedro de Valle Hermoso
23H00646,La Sagrada Familia
24H00003,Carrera Sánchez Bruno
24H00008,Rosendo Gómez Sojos
24H00041,Carmen Eufemia Montenegro de Obregón
24H00070,Ciudad de Quito
24H00104,24 de Mayo
24H00130,Vicente Rocafuerte
24H00152,Pedro José Rosales Santos
24H00228,Comienzos
24H00230,Colegio Particular Eloy Velásquez Cevallos
24H00234,Jesús El Salvador
24H00272,Unidad Educativa Salinas
24H00320,Unidad Educativa 7 de Noviembre
24H00336,Presidente Tamayo
24H00348,Ing. Agr. Juan José Castello Zambrano
24H00373,Marañón
24H00396,San Alberto Magno
01H00363,Unidad Educativa Remigio Romero y Cordero
01H00451,Unidad Educativa Particular Integración Iberoamericano
01H00491,Isabel Moscoso Dávila
01H00527,Escuela de Educación Básica Particular CEDEI School
01H00786,Unidad Educativa San Joaquín
01H00816,Alborada
01H00918,Unidad Educativa Victoria del Portete
01H00966,Unidad Educativa Remigio Crespo Toral
01H01112,Víctor León Vivar
01H01302,Unidad Educativa Santa Isabel
01H01452,Unidad Educativa Particular Santa María de la Esperanza
01H01512,Las Palmas
01H01558,Escuela de Educación Básica Las Paralelas
01H01562,Unidad Educativa 5 de Junio
01H01639,Unidad Educativa Particular Rosa de Jesús Cordero
02B00121,Unidad Educativa Comunitaria Intercultural Bilingüe Rumiñahui
02H00203,Los Andes
02H00452,Escuela de Educación Básica Juan Benigno Vela
02H00639,Unidad Educativa Particular María Auxiliadora
02H00669,Unidad Educativa Dr. Gonzalo Tapia Gaibor
03H00055,Unidad Educativa Luis Cordero
03H00073,Unidad Educativa Particular La Salle
03H00341,Escuela de Educación Básica Rosendo Iglesias
03H00407,Unidad Educativa San Rafael de Honorato Vásquez
04H00202,Alfonso Herrera
04H00496,Colegio Militar Nro. 14 Coronel Luciano Coral Morillo
05B00008,Unidad Educativa César Sandoval Viteri
05B00021,Remigio Crespo Toral
05B00047,Unidad Educativa Intercultural Bilingüe 24 de Octubre
05B00108,Antonio de Alcedo
05H00030,Lenin School
05H00039,Ramón Páez
05H00077,CEC
05H00147,Unidad Educativa Colegio Militar Nro. 13 Patria
05H00347,La Inmaculada
05H00630,Rosa Zárate
05H00772,Juan José Flores
05H00803,Unidad de Formación Artesanal Juan Salinas
05H00899,Unidad Educativa Intercultural Bilingüe Cochapamba
06B00163,General Básica Juan Montalvo
06B00166,Unidad Educativa Quislag
06H00080,Unidad Educativa La Providencia
06H00537,Unidad Educativa Ciudad de Alausí
06H00576,Unidad Educativa Guasuntos
06H00605,República de Honduras
06H00692,Unidad Educativa Tomás Oleas
06H00783,Unidad Educativa Fiscal Teniente Coronel John Bolívar Merino Barreno
06H00908,Red Educativa Compud
06H00968,Unidad Educativa Velasco Ibarra
06H01082,Unidad Educativa San Pablo
06H01209,Gabriel Bahamonde
06H01228,Miguel Ángel Zambrano
06H01323,Cumandá
06H01337,Lic. Aníbal Moreno Insuasti
07H00118,Mauro Matamoros Meza
07H00308,Unidad Educativa Particular 7 de Mayo
07H00332,Enrique Mora Sares
07H00403,Santo Tomás de Aquino
07H00408,Batallón Cayambe Nro. 3
07H00472,Colegio de Bachillerato Ángel Tinoco Ruiz
07H00498,Unidad Educativa San Francisco de Asís
07H00516,Unidad Educativa Bellamaria
07H00658,Escuela de E.B. Juan Semiglia
07H00954,Colegio de Bachillerato 13 de Mayo
08H00370,Escuela EGB Fiscal Héroes de Tiwintza
08H00401,Escuela EGB Fiscal Consuelo Benavides Cevallos
08H00577,Escuela EGB Fiscal Gonzalo S Córdova
08H00593,Escuela EGB Maximino Intriago Patiño
08H00706,Unidad Educativa Particular Católica Sagrada Familia de Nazaret
08H00825,Escuela EGB. Emilio Estrada Carmona
08H01276,Unidad Educativa Fiscal Lic. Agueda González Quiñónez
08H01284,Unidad Educativa César Plaza Monzón
08H01297,Unidad BalneaRío de Sua
08H01347,Rioverde
09B00020,Unidad Educativa Intercultural Bilingüe Tránsito Amaguaña
09H00423,Unidad Educativa Águilas de Cristo
09H00608,Unidad Educativa Claretiana
09H00987,La Florida
09H01227,Unidad Educativa Particular Montepiedra
09H01422,Unidad Educativa Particular Bíblica Cristiana Sendero de Fe
09H01579,Unidad Educativa Pasionista
09H01587,Unidad Educativa Experimental Liceo Aeronáutico
09H01608,Unidad Educativa Paul Rivet
09H01745,Escuela de Educación Básica José Martínez Queirolo
09H01868,Escuela de Educación Básica Luis Alfredo Noboa Icaza
09H02115,Unidad Educativa Letras y Vida
09H02134,Unidad Educativa Fiscal Alejo Lascano Bahamonde
09H02173,Unidad Educativa Fiscal Eloy Ortega Soto
09H02639,Marianita Rodas de Prieto
09H02712,Escuela de Educación Básica Fiscal Ileana Espinel Cedeño
09H02761,Escuela de Educación Básica Fiscal Elisa Ayala González
09H03222,Unidad Educativa Daule
09H03401,Escuela de Educación Básica Honorato Vásquez
09H03441,Luis Alfredo Gómez Gutiérrez Nro. 11
09H03548,Unidad Educativa Ezra Taft Benson
09H03551,Unidad Educativa Básica Libertador Simón Bolívar
09H03732,Unidad Educativa Nuestra Señora de Fátima
09H03854,Unidad Educativa Renan Olmedo González
09H04023,Unidad Educativa Veinticinco de Agosto
09H04302,Unidad Educativa República de Alemania
09H04304,Unidad Educativa San Esteban
09H04644,Unidad Educativa Fiscal 31 de Octubre
09H05103,Unidad Educativa Colegio Militar Nro. 8 José de Villamil
09H05118,Unidad Educativa Doctor Antonio Parra Velasco
09H05157,Unidad Educativa Inés María Balda
09H05164,Corina Parral de Velasco Ibarra
09H05189,Escuela Fiscal Nro. 1 Doce de Octubre
09H05461,Unidad Educativa Fiscal Tránsito Amaguaña
09H05597,Unidad Educativa Padre Daniel Diez García
09H05807,Escuela de Educación Básica Fiscal Sebastián Landeta Cagua
10B00077,Unidad Educativa Miguel Egas
10H00106,U.E. Víctor Manuel Peñaherrera
10H00120,U.E. Temporal Ibarra
10H00159,U.E. Valle del Chota
10H00207,Gonzalo Zaldumbide
10H00219,Unidad Educativa Salinas
10H00240,Unidad Educativa Antonio Ante
10H00262,Jacinto Collahuazo
10H00284,Unidad Educativa Las Lomas
10H00397,Unidad Educativa Academia General Carlos Machado
10H00415,Unidad Educativa Escuela del Futuro
10H00480,Unidad Educativa Selva Alegre
10H00551,U.E. Buenos Aires
11H00616,Unidad Educativa Utuana
11H00875,Unidad Educativa José María Riofrio
11H00929,Unidad Educativa Gonzanama
11H01009,Colegio de Bachillerato 30 de Septiembre
11H01165,Escuela de Educación de Básica Luis Fernando Bravo
11H01375,Colegio de Bachillerato Saraguro
11H01395,Unidad Educativa Pedro Vicente Maldonado
11H01466,Colegio de Bachillerato Emiliano Ortega Espinoza
11H01590,Unidad Educativa Francisco de Orellana
11H01903,Colegio de Bachillerato (Particular) Cordillera
12H00115,Unidad Educativa Monterrey
12H00145,Unidad Educativa Darío C Guevara
12H00201,Escuela de Educación Básica Horacio Hidrovo
12H00547,Unidad Educativa Jaime Roldós Aguilera
12H00833,Unidad Educativa Génesis
12H01383,Escuela de Educación Básica Bahía de Caráquez
12H01386,Unidad Educativa Arcadio Soto Santana
12H01475,Escuela de Educación Básica Isabela
12H01719,Unidad Educativa Corazón de Jesús
12H01752,Unidad Educativa Cascada de Agoyan
12H01820,Unidad Educativa Rafael Olmedo Naranjo Márquez
13H00133,Unidad Educativa Comil Nro. 7 Miguel Iturralde
13H00190,Escuela de Educación Básica Fiscal Cayetano Cedeño
13H00425,Rosa Cedeño de Granizo
13H00670,Carlos Montúfar-Rosa Zárate
13H00944,Unidad Educativa Magaly Masson de Valle Carrera
13H01071,Colegio Dr. Odilón Gómez Andrade
13H01251,Simón Silvino Rosado
13H01364,José Perfecto Quiroz
13H01433,Carlos Vélez Verduga
13H01445,Segundo Reinaldo Chiriboga Rivera
13H02084,Manuel Daza Palacios
13H02321,Escuela de Educación Básica Simón Bolívar
13H02442,Unidad Educativa Jambelí
13H02983,Unidad Educativa Fiscal 27 de Octubre
13H03124,30 de Septiembre
13H03347,Escuela de Educación Básica Victoria de Junín
13H03498,Pio Jaramillo
13H03641,Bachillero
13H03651,Miguel de Letamendi
13H03739,Carlos Eloy Cedeño Bowen
13H03838,Alfredo Dueñas Velásquez
13H03966,Eugenio Efrén Escobar Solorzano
13H04021,Unidad Educativa Juan Montalvo
13H04312,Salinas
13H04548,San Pedro
13H04756,Escuela Fiscal Tierra Santa
13H05365,Unidad Educativa Vicente Rocafuerte
13H05381,César Quimis Choez
13H05419,Unidad Educativa Carlos A. García Mora
14H00017,Unidad Educativa Particular Emanuel
14H00057,Ángel Noguera Villareal
14H00091,Escuela de Educación Básica José Ordoñez
14H00137,Provincia de Pichincha
14H00193,Unidad Educativa Limón
14H00368,Unidad Educativa Huambi
14H00453,Unidad Educativa 12 de Febrero
15B00065,Unidad Educativa Comunitaria Intercultural Bilingüe Sumak Sacha
15H00008,Unidad Educativa Experimental Particular Amazónica
15H00344,Unidad Educativa Rubén Cevallos Vega
16H00042,Unidad Educativa Doce de Mayo
16H00142,12 de Febrero
17B00149,Luis Humberto Salgado
17B00156,Aquiles Pérez Tamayo
17H00016,Instituto Tecnológico Superior Gran Colombia
17H00023,Borja 3
17H00066,Extensión N100 Centro del Muchacho Trabajador Irfeyal
17H00183,Pisuli
17H00234,Academia Militar Miguel Iturralde 2
17H00287,Estados Unidos de Norteamérica
17H00294,Henri Becquerel
17H00593,Quito Sur
17H00763,San Fernando
17H00971,Ligdano Chávez
17H01254,Tarqui
17H01347,Unidad Educativa Particular Pensionado Universitario
17H01350,Rosario González de Murillo
17H01476,J M Jijón Caamaño y Flores
17H01749,Unidad Educativa Salesiana Cardenal Spellman
17H01843,Nanegal
17H02136,Bethel del Valle
17H02185,Thomas Russell
17H02256,Británico Los Andes
17H02524,Unidad Educativa Dr. Carlos Alomoto Ayala
17H02628,Escuela José Gabriel Pino y Roca
17H02902,Alessandro Volta
18H00047,Suizo
18H00157,Liceo Juan Montalvo
18H00222,Galo Miño
18H00317,Unidad Educativa Insutec
18H00482,Liceo Joaquín Arias
18H00518,Cotalo
18H00561,Jorge Álvarez
19H00120,Unidad Educativa Primero de Mayo
19H00215,Unidad Educativa Pedro Fermín Cevallos
19H00234,Unidad Educativa Alonso de Mercadillo
19H00369,Jaime Roldós Aguilera
20H00007,Unidad Educativa Liceo Naval Galápagos
20H00034,Oswaldo Guayasamín
20H00039,Delia Ibarra de Velasco
21B00049,Nuevos Horizontes
21B00113,Ab Martha Bucaram de Roldós
21H00087,Mariscal Sucre
21H00377,Amazonas
21H00417,Red 8 de Marzo
21H00725,Rubén Darío
21H00859,Teniente Coronel Lauro Guerrero
22B00114,Imbabura
22H00130,Medardo Ángel Silva
22H00150,Amazonas
22H00291,12 de Febrero
22H00476,Santiago de Quito
22H00535,Unidad Educativa Tuputini
23B00016,Unidad Educativa Comunitaria Intercultural Bilingüe Guardiana de La Lengua Abraham Calazacón
23H00013,Jaime Ruperto Yerovi
23H00075,Juan Eulogio Paz y Miño
23H00193,Unidad Educativa Francisco Menghini
23H00276,Unidad Educativa Manuel Agustín Aguirre
23H00398,Dante Alighieri
23H00544,Unidad Educativa Particular Adventistas del Ecuador
23H00660,Unidad Educativa Unión Lojana
23H00661,Unidad Educativa 14 de Enero
24H00007,Dr. Carlos Puig Vilazar
24H00009,Profesor Virgilio Torres Luzuriaga
24H00077,Antonio Issa Yazbek
24H00142,Franz Warzawa
24H00202,Unidad Educativa Península de Santa Elena
24H00211,Las Minas
24H00304,Unidad Educativa Jefferson de Salinas
01H00088,Víctor Manuel Albornoz
01H00148,Escuela de Educación Básica Mary Coryle
01H00296,Unidad Educativa Particular Sagrados Corazones
01H00463,Francisca Arizaga T.
01H00530,Escuela de Educación Básica San Juan de Jerusalén
